Title,Image,_287661cb_URL,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9
At Chandgong R/a 1750 Sq Ft Ready Flat For Sale,https://images-cdn.bproperty.com/thumbnails/1304673-400x300.jpeg,https://www.bproperty.com/en/property/details-4806343.html,BDT,70 Lakh,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,750 sqft", Call, Email
At Chandgong R/a 1700 Sq Ft Ready Flat For Sale,https://images-cdn.bproperty.com/thumbnails/1304674-400x300.jpeg,https://www.bproperty.com/en/property/details-4806354.html,BDT,70 Lakh,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email
1450 Sq Ft Apartment To Sale In Chandgaon Ward,https://images-cdn.bproperty.com/thumbnails/1304548-400x300.jpeg,https://www.bproperty.com/en/property/details-5164502.html,BDT,70 Lakh,"North Forida Para, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,450 sqft", Call, Email
1550 Sq Ft Apartment To Sale In Chandgaon Ward,https://images-cdn.bproperty.com/thumbnails/1304549-400x300.jpeg,https://www.bproperty.com/en/property/details-5164503.html,BDT,75 Lakh,"North Forida Para, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email
1400 Sq Ft Apartment To Sale In Dewan Bazar Near To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,,https://www.bproperty.com/en/property/details-5197822.html,BDT,77 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"1500 Sq Ft Nice Apartment To Sale In Ghat Farhat Beg , Bakalia",,https://www.bproperty.com/en/property/details-5197823.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,,https://www.bproperty.com/en/property/details-5197824.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",,https://www.bproperty.com/en/property/details-5197825.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
Close To Majid Sawdagor Masjid 1685 Sq Ft Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-5197826.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
Close To Shri Shri Ramthakur O Joy Baba Loknath Kunjo 1400 Sq Ft Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-5197827.html,BDT,77 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
1500 Sq Ft Apartment To Sale In Bakalia Near Khanka-E-Quaderia Sayedia Tayabia Baluar Dighi,,https://www.bproperty.com/en/property/details-5197828.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
1685 Sq Ft Apartment To Sale In Bakalia Beside To Majid Sawdagor Masjid,,https://www.bproperty.com/en/property/details-5197829.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
1500 Sq Ft Apartment To Sale In Bakalia Near To Korbanigonj Masjid,,https://www.bproperty.com/en/property/details-5197830.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",,https://www.bproperty.com/en/property/details-5197831.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
1400 Sq Ft Apartment To Sale In Dewan Bazar Next To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,,https://www.bproperty.com/en/property/details-5197832.html,BDT,77 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"1685 Sq Ft Apartment To Sale In Ghat Farhat Beg , Dewan Bazar",,https://www.bproperty.com/en/property/details-5197834.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
Close To Khanka-E-Quaderia Sayedia Tayabia Baluar Dighi 1500 Sq Ft Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-5197836.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
1400 Sq Ft Apartment To Sale In Ghat Farhat Beg Beside To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,,https://www.bproperty.com/en/property/details-5197837.html,BDT,77 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"At Khalifa Potty, Bakalia 1500 Sq Ft Apartment To Sale",,https://www.bproperty.com/en/property/details-5197838.html,BDT,82.5 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
Next To Majid Sawdagor Masjid 1685 Sq Ft Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-5197839.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
1685 Sq Ft Apartment To Sale In Bakalia Next To Afgan Masjid,,https://www.bproperty.com/en/property/details-5197841.html,BDT,92.67 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,685 sqft", Call, Email
1400 Sq Ft Ready Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-5197842.html,BDT,77 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
At Chandgaon R/a 1250 Sq Ft Flat For Sale,,https://www.bproperty.com/en/property/details-4806355.html,BDT,50 Lakh,"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
Grab This 1162 Sq Ft Flat For Sale At Bayazid,https://images-cdn.bproperty.com/thumbnails/1304266-400x300.jpeg,https://www.bproperty.com/en/property/details-3126711.html,BDT,50 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,2,"1,162 sqft", Call, Email
1050 Sq Ft Ready Flat For Sale At Bayazid,https://images-cdn.bproperty.com/thumbnails/1304264-400x300.jpeg,https://www.bproperty.com/en/property/details-3126725.html,BDT,40 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,2,2,"1,050 sqft", Call, Email
"Worthy 1355 SQ FT residence is for sale at Chattogram, Bahaddarhat",https://images-cdn.bproperty.com/thumbnails/1229305-400x300.jpeg,https://www.bproperty.com/en/property/details-5206257.html,BDT,47.42 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,355 sqft", Call, Email
Worthy 1355 SQ FT residence is for sale at Bahaddarhat,https://images-cdn.bproperty.com/thumbnails/1229277-400x300.jpeg,https://www.bproperty.com/en/property/details-5206249.html,BDT,47.42 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,355 sqft", Call, Email
1670 Square Feet Residential Apartment For Sale At Jamal Khan Road.,https://images-cdn.bproperty.com/thumbnails/1229243-400x300.jpeg,https://www.bproperty.com/en/property/details-5202608.html,BDT,1.36 Crore,"Paul Hill, Jamal Khan, Chattogram",Apartment,3,3,"1,670 sqft", Call, Email
"Worthy 1670 Sq Ft Residence Is For Sale At Jamal Khan, Chattogram",,https://www.bproperty.com/en/property/details-5202590.html,BDT,1.36 Crore,"Paul Hill, Jamal Khan, Chattogram",Apartment,3,3,"1,670 sqft", Call, Email
"This 1200 Sq Ft Wonderful Apartment Is Set With Strong Structure In Gulshan R/a, For Sale",,https://www.bproperty.com/en/property/details-3731916.html,BDT,68 Lakh,"Bangla Bazar, Bayazid, Chattogram",Apartment,2,2,"1,200 sqft", Call, Email
In Khulshi 1650 Sq Ft Flat Is Available For Sale,,https://www.bproperty.com/en/property/details-5154167.html,BDT,96.75 Lakh,"Road No 2, Yakub Future Park Housing, Khulshi, Chattogram",Apartment,4,3,"1,650 sqft", Call, Email
A Well-constructed 1650 Sq Ft Flat Is For Sale In Khulshi,,https://www.bproperty.com/en/property/details-5154166.html,BDT,96.75 Lakh,"Road No 2, Yakub Future Park Housing, Khulshi, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
Worthy 1650 Sq Ft Residential Apartment Is For Sale At Khulshi,,https://www.bproperty.com/en/property/details-5154164.html,BDT,96.75 Lakh,"Road No 2, Yakub Future Park Housing, Khulshi, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
"We Offer You This Nice Flat Of 1565 Sq Ft Which Is Up For Sale, Located In Muradpur.",,https://www.bproperty.com/en/property/details-4342974.html,BDT,1.1 Crore,"Muradpur, Chattogram",Apartment,3,3,"1,565 sqft", Call, Email
Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313361.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
Well Developed Apartment Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313360.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",,https://www.bproperty.com/en/property/details-5313359.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
A 1262 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Dewan Bazar,,https://www.bproperty.com/en/property/details-5313362.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Remarkable Flat Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313350.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Comfy Flat Covering An Area Of 1302 Sq Ft Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313351.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
A Nice And Comfortable 1262 Sq Ft Flat Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313352.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Nice Apartment Of 1186 Sq Ft For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313353.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
Apartment Of 1253 Sq Ft For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313354.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Check Out This Cozy Flat Of 1262 Sq Ft Which Is Ready To Sale At Dewan Bazar,,https://www.bproperty.com/en/property/details-5313346.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Look At This Nice 1253 Sq Ft Flat Is Up For Sale At Dewan Bazar,,https://www.bproperty.com/en/property/details-5313347.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Check This Beautiful 1302 Sq Ft Residence Is Up For Sale At Dewan Bazar,,https://www.bproperty.com/en/property/details-5313348.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
"Look Into This 1262 Sq Ft Flat For Sale, Is Located In Dewan Bazar.",,https://www.bproperty.com/en/property/details-5313349.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
"Make This Your New Home Which Is Up For Sale In Dewan Bazar, Covering 1206 Sq Ft Space",,https://www.bproperty.com/en/property/details-5313334.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
Charming Apartment Of 1186 Sq Ft Is Up For Sale In Dewan Bazar,https://images-cdn.bproperty.com/thumbnails/1305388-400x300.jpeg,https://www.bproperty.com/en/property/details-5313343.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
Convenient 1253 Sq Ft Flat Is Now For Sale In Dewan Bazar,https://images-cdn.bproperty.com/thumbnails/1305389-400x300.jpeg,https://www.bproperty.com/en/property/details-5313344.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Admirable 1302 Sq Ft Apartment Is Up For Sale At Dewan Bazar,https://images-cdn.bproperty.com/thumbnails/1305390-400x300.jpeg,https://www.bproperty.com/en/property/details-5313345.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
Grab A 1302 Sq Ft Apartment For Sale At Dewan Bazar,https://images-cdn.bproperty.com/thumbnails/1305395-400x300.jpeg,https://www.bproperty.com/en/property/details-5313355.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
A Convenient 1253 Sq Ft Residential Flat Is Prepared To Be Sold At Dewan Bazar,,https://www.bproperty.com/en/property/details-5313357.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Well Developed Flat Of 1262 Sq Ft Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313338.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313337.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
"Good-looking Flat Is Vacant For Sale In Dewan Bazar, Which Is 1253 Sq Ft",,https://www.bproperty.com/en/property/details-5313336.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Take This Attractive Flat Which Is Up For Sale In Dewan Bazar Featuring 1186 Sq Ft,,https://www.bproperty.com/en/property/details-5313335.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
A Nicely Planned 1262 Sq Ft Flat Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313342.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Visit This 1302 Sq Ft Residence Is Vacant For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313341.html,BDT,58.59 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,302 sqft", Call, Email
Have A Look At This 1253 Sq Ft Property Which Is Up For Sale Located At Dewan Bazar,,https://www.bproperty.com/en/property/details-5313340.html,BDT,56.38 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,253 sqft", Call, Email
Take A Look At This 1186 Sq Ft Well Defined Flat Which Is Up For Sale In Dewan Bazar,,https://www.bproperty.com/en/property/details-5313339.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
In The Beautiful Neighborhood In Ghat Farhat Beg A 1262 Sq. Ft Flat Is Up For Sale,,https://www.bproperty.com/en/property/details-5313356.html,BDT,56.79 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,262 sqft", Call, Email
Beside To Chittagong College This 1206 Sq Ft Apartment To Sale In Bakalia,,https://www.bproperty.com/en/property/details-4641346.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
Reside Conveniently In This 1206 Comfortable Flat For Sale Near By Chittagong College,,https://www.bproperty.com/en/property/details-4641347.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
Grow Your Home In This 1206 Sq Ft Apartment Near To Chittagong College Mingled With Your Interest In This Bustling City.,,https://www.bproperty.com/en/property/details-4641349.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
1186 Sq Ft Apartment To Sale In Bakalia Close To Kazem Ali School and College,,https://www.bproperty.com/en/property/details-4641350.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
Close To Kazem Ali School and College 1186 Sq Ft Apartment To Sale In Dewan Bazar .,,https://www.bproperty.com/en/property/details-4641351.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
Let Us Assist You To Buy This 1206 Flat Next To Chittagong College Summiting The Vision About Your Future Home.,,https://www.bproperty.com/en/property/details-4641352.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
This 1206 Sq. Ft Convenient Flat Is For Sale In Dewan Bazar Beside To Chittagong College.,,https://www.bproperty.com/en/property/details-4641353.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
A Comfortable And Convenient 1206 Sq. Ft House Is Ready For Sale At Ghat Farhat Beg Close To Kazem Ali School and College.,,https://www.bproperty.com/en/property/details-4641355.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
For Selling Purpose This 1186 Sq. Ft Flat Is Now Vacant In Dewan Bazar Near Kazem Ali School and College,,https://www.bproperty.com/en/property/details-4641356.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
A Convenient And Well-constructed 1206 Sq. Ft Flat Is For Sale Very Close To Gul-E-Jar Begum City Corporation Girl's High School.,https://images-cdn.bproperty.com/thumbnails/1304478-400x300.jpeg,https://www.bproperty.com/en/property/details-4641357.html,BDT,54.27 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,206 sqft", Call, Email
View This 1186 Sq Ft Ready Apartment For Sale In Bakalia,https://images-cdn.bproperty.com/thumbnails/1304474-400x300.jpeg,https://www.bproperty.com/en/property/details-4641358.html,BDT,53.37 Lakh,"Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,186 sqft", Call, Email
"1250 Sq Ft Flat For sale At Bayazid, Polytechnic",https://images-cdn.bproperty.com/thumbnails/1304375-400x300.jpeg,https://www.bproperty.com/en/property/details-4747217.html,BDT,60 Lakh,"Muzaffarnagar Residential Area, Polytechnic, Bayazid, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
