Title,_287661cb_URL,Image,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9,Image3
Ready 900 SQ FT flat is now to Rent in Chandgaon nearby EBL ATM,https://www.bproperty.com/en/property/details-1998352.html,,BDT,12 Thousand,"4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,
In South Agrabad Apartment Can Be Found For Rent Near Chotopole Masjid,https://www.bproperty.com/en/property/details-1988282.html,,BDT,13 Thousand,"Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,3,2,"1,120 sqft", Call, Email,
A Beautiful Apartment Is Up For Rent At South Agrabad Near Agrabad Mohila College,https://www.bproperty.com/en/property/details-1986829.html,,BDT,13 Thousand,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email,
"At Chawk Bazaar, A Flat Is Ready For Rent Close To Chawk Bazaar Jame Masjid",https://www.bproperty.com/en/property/details-1977074.html,,BDT,12 Thousand,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,2,2,750 sqft, Call, Email,
"Choose your destination, 950 SQ FT flat which is available to Rent in Double Mooring near to Surjer Hashi Clinic",https://www.bproperty.com/en/property/details-1972290.html,https://images-cdn.bproperty.com/thumbnails/145733-400x300.jpeg,BDT,12 Thousand,"Sonali Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"At Bayazid, flat for Rent close to Bayazid Thana",https://www.bproperty.com/en/property/details-1972032.html,https://images-cdn.bproperty.com/thumbnails/147275-400x300.jpeg,BDT,10 Thousand,"Shahid Nagar, Bayazid, Chattogram",Apartment,3,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Double Mooring nearby Double Mooring Jame Masjid,https://www.bproperty.com/en/property/details-1969856.html,https://images-cdn.bproperty.com/thumbnails/227998-400x300.jpeg,BDT,12.5 Thousand,"Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This Flat For Rent In Double Mooring Is The Best You Will Find,https://www.bproperty.com/en/property/details-1969891.html,https://images-cdn.bproperty.com/thumbnails/148641-400x300.jpeg,BDT,10 Thousand,"Chotopole, South Agrabad, Double Mooring, Chattogram",Apartment,2,2,755 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
800 Sq Ft Home Is For Rent Located In Bakalia Near Eastern Bank Limited,https://www.bproperty.com/en/property/details-1962919.html,https://images-cdn.bproperty.com/thumbnails/156980-400x300.jpeg,BDT,12 Thousand,"Bakalia, Chattogram",Apartment,1,1,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Nice 1550 SQ FT flat is available to Rent in Halishahar close to One Bank,https://www.bproperty.com/en/property/details-1958498.html,,BDT,25 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email,
"At Halishahar, flat for Rent close to Halishahar Thana",https://www.bproperty.com/en/property/details-1958496.html,,BDT,25 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email,
"At Kattali, flat for Rent close to Kattali Jame Masjid",https://www.bproperty.com/en/property/details-1955508.html,,BDT,15 Thousand,"10 No. North Kattali Ward, Chattogram",Apartment,3,2,"1,450 sqft", Call, Email,
Plan to move in this 1300 SQ FT flat which is up to Rent in Double Mooring near to Baitul Hakim Jame Masjid,https://www.bproperty.com/en/property/details-1954923.html,,BDT,16 Thousand,"West Bepari Para, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Near Halishahar Thana, This Flat With A View Is For Rent In Halishahar",https://www.bproperty.com/en/property/details-1944899.html,https://images-cdn.bproperty.com/thumbnails/166686-400x300.jpeg,BDT,10 Thousand,"CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,2,1,600 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Decent 1100 SQ FT flat which is near to Agrani Bank Limited is now to Rent in Kattali,https://www.bproperty.com/en/property/details-1938314.html,https://images-cdn.bproperty.com/thumbnails/168456-400x300.jpeg,BDT,12 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Flat for Rent in Bagmoniram close to Bagmoniram Jame Masjid,https://www.bproperty.com/en/property/details-1937137.html,https://images-cdn.bproperty.com/thumbnails/263216-400x300.jpeg,BDT,23 Thousand,"Dampara, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,450 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Double Mooring nearby DBBL,https://www.bproperty.com/en/property/details-1931572.html,https://images-cdn.bproperty.com/thumbnails/264841-400x300.jpeg,BDT,11 Thousand,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,750 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Chandgaon near Chandgaon Jame Masjid,https://www.bproperty.com/en/property/details-1930814.html,https://images-cdn.bproperty.com/thumbnails/170188-400x300.jpeg,BDT,11 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Green Valley R/A near Sholoshohor Jame Masjid,https://www.bproperty.com/en/property/details-1930426.html,https://images-cdn.bproperty.com/thumbnails/213457-400x300.jpeg,BDT,14 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"At Double Mooring, Karnaphuly Abashik Elaka flat for Rent close to Double Mooring Jame Masjid",https://www.bproperty.com/en/property/details-1929500.html,https://images-cdn.bproperty.com/thumbnails/301624-400x300.jpeg,BDT,15.5 Thousand,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,231 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"At Halishahar, flat for Rent close to Halishahar Thana",https://www.bproperty.com/en/property/details-1928141.html,https://images-cdn.bproperty.com/thumbnails/301775-400x300.jpeg,BDT,18 Thousand,"Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1113 Sq Ft Apartment Up For Rent At South Agrabad Near Cda Central Mosque.,https://www.bproperty.com/en/property/details-1923729.html,https://images-cdn.bproperty.com/thumbnails/171447-400x300.jpeg,BDT,16 Thousand,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,113 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"An Adequate Apartment Is Ready For Rent At Hill View R/A , Near Hill View Public School.",https://www.bproperty.com/en/property/details-1922658.html,https://images-cdn.bproperty.com/thumbnails/305295-400x300.jpeg,BDT,11 Thousand,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Flat for Rent in Chandgaon close to EBL,https://www.bproperty.com/en/property/details-1921364.html,https://images-cdn.bproperty.com/thumbnails/305865-400x300.jpeg,BDT,12 Thousand,"4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Halishahar near Halishahar Thana,https://www.bproperty.com/en/property/details-1919908.html,https://images-cdn.bproperty.com/thumbnails/267843-400x300.jpeg,BDT,20 Thousand,"Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,
"Near DBBL flat for rent in Double Mooring, Road No 1",https://www.bproperty.com/en/property/details-1918747.html,,BDT,12 Thousand,"Agrabad Golden Complex, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,763 sqft, Call, Email,
Apartment for Rent in 2 No. Jalalabad Ward nearby Bayazid Bostami Mazar,https://www.bproperty.com/en/property/details-1916454.html,,BDT,10 Thousand,"2 No. Jalalabad Ward, Bayazid, Chattogram",Apartment,2,2,850 sqft, Call, Email,
An Apartment For Rent Is All Set For You To Settle In Karnaphuly Abashik Elaka Close To Flower Flow School & College.,https://www.bproperty.com/en/property/details-1913404.html,,BDT,19 Thousand,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,145 sqft", Call, Email,
See This Apartment Which Is Up For Rent In Sarai Para Near Baitul Ahsan Jame Mosjid.,https://www.bproperty.com/en/property/details-1912106.html,,BDT,10.5 Thousand,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,744 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In Bahaddarhat Near Bahaddarhat Kacha Bazar, A Flat Is Ready For Rent",https://www.bproperty.com/en/property/details-1909988.html,https://images-cdn.bproperty.com/thumbnails/312592-400x300.jpeg,BDT,11 Thousand,"West Farida Para, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Lal Khan Bazaar near Jame Masjid,https://www.bproperty.com/en/property/details-1905818.html,https://images-cdn.bproperty.com/thumbnails/314499-400x300.jpeg,BDT,10.5 Thousand,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,1,1,600 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
At Double Mooring flat for Rent close to Double Mooring Jame Masjid,https://www.bproperty.com/en/property/details-1904014.html,https://images-cdn.bproperty.com/thumbnails/271375-400x300.jpeg,BDT,10 Thousand,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Flat for rent in Foys Lake near Dutch-Bangla Bank Limited ATM,https://www.bproperty.com/en/property/details-1900529.html,https://images-cdn.bproperty.com/thumbnails/441830-400x300.jpeg,BDT,11 Thousand,"Abdul Hamid Road, Foys Lake, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,755 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Start A New Home, In This Flat For Rent In South Kattali, Near Chattogram School And College",https://www.bproperty.com/en/property/details-1899721.html,https://images-cdn.bproperty.com/thumbnails/317723-400x300.jpeg,BDT,13.5 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,3,2,"1,122 sqft", Call, Email,
"Apartment For Rent Is Located At South Khulshi, Near To Eastern Bank",https://www.bproperty.com/en/property/details-1899619.html,,BDT,30 Thousand,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,
Visit this apartment for rent of 900 SQ FT in Bayazid near Roufabad Colony Mosque,https://www.bproperty.com/en/property/details-1881598.html,,BDT,13 Thousand,"Bayazid, Chattogram",Apartment,2,2,900 sqft, Call, Email,
1000 SQ FT flat for Rent in East Madarbari close to East Madarbari Jame Masjid,https://www.bproperty.com/en/property/details-1874839.html,,BDT,17 Thousand,"30 No. East Madarbari Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
2880 Sq Ft Residential Apartment For Rent In 15 No. Bagmoniram Ward Near Chittagong Sunshine School,https://www.bproperty.com/en/property/details-1872771.html,https://images-cdn.bproperty.com/thumbnails/455719-400x300.jpeg,BDT,50 Thousand,"15 No. Bagmoniram Ward, Chattogram",Apartment,4,5,"2,880 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"1350 Sq Ft Apartment For Rent In Bayazid, Near Dohs Mosque",https://www.bproperty.com/en/property/details-1872274.html,https://images-cdn.bproperty.com/thumbnails/456065-400x300.jpeg,BDT,18 Thousand,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1200 SQ FT Apartment for Rent in Halishahar nearby Halishahar Bazar,https://www.bproperty.com/en/property/details-1870165.html,https://images-cdn.bproperty.com/thumbnails/458316-400x300.jpeg,BDT,26 Thousand,"Taltola, Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"760 SQ FT apartment for rent in Dakshin Kattali , near Noya Bazar Bus Stop",https://www.bproperty.com/en/property/details-1868341.html,https://images-cdn.bproperty.com/thumbnails/460042-400x300.jpeg,BDT,10.5 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 1060 Sq Ft Flat Is Up For Rent In Mohammad Pur Road Nearby Mohammadpur Chowdhury Mosque,https://www.bproperty.com/en/property/details-1863312.html,https://images-cdn.bproperty.com/thumbnails/465397-400x300.jpeg,BDT,12 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,"1,060 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"900 SQ FT apartment for rent in Sholokbahar, near Dutch-Bangla Bank Limited ATM",https://www.bproperty.com/en/property/details-1862862.html,https://images-cdn.bproperty.com/thumbnails/465958-400x300.jpeg,BDT,14 Thousand,"Sholokbahar, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1300 SQ FT flat near Bagmoniram Jame Masjid for Rent in Bagmoniram,https://www.bproperty.com/en/property/details-1859434.html,https://images-cdn.bproperty.com/thumbnails/469669-400x300.jpeg,BDT,21.5 Thousand,"Dampara, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
At Sholokbahar 3 Bedrooms Nice Flat Up For Rent Near Jongi Shah Mosque,https://www.bproperty.com/en/property/details-1853993.html,https://images-cdn.bproperty.com/thumbnails/475812-400x300.jpeg,BDT,20 Thousand,"Sholokbahar, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Near Showndip Pera Mosque, 900 Sq Ft Flat For Rent In Arakan Road",https://www.bproperty.com/en/property/details-1853588.html,https://images-cdn.bproperty.com/thumbnails/476299-400x300.jpeg,BDT,14 Thousand,"Badurtala, Sholokbahar, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
At 16 No. Chawk Bazaar Ward flat for Rent close to Chawk Bazaar Jame Masjid,https://www.bproperty.com/en/property/details-1833200.html,https://images-cdn.bproperty.com/thumbnails/328537-400x300.jpeg,BDT,35 Thousand,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"2,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Beautiful And Well-constructed 1100 Sq Ft Apartment Is Ready For Rent At Chatogram, Near Jamia Ahmadia Sunnia Alia Madrasah",https://www.bproperty.com/en/property/details-1826974.html,https://images-cdn.bproperty.com/thumbnails/512024-400x300.jpeg,BDT,15 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Well-constructed 1100 Sq Ft Flat Is Ready For Rent In Chandgaon Close To Shadhinata Complex,https://www.bproperty.com/en/property/details-1821417.html,https://images-cdn.bproperty.com/thumbnails/517459-400x300.jpeg,BDT,13.5 Thousand,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Your new home is waiting for you in this lovely apartment for rent includes 920 SQ Ft at Chatogram, near Baitul Islam Jame Masjid",https://www.bproperty.com/en/property/details-1820928.html,https://images-cdn.bproperty.com/thumbnails/518130-400x300.jpeg,BDT,15 Thousand,"Khulshi, Chattogram",Apartment,2,2,920 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Start a new home, in this 750 SQ FT flat for rent in Nasirabad, near Chatogram Government Women's College",https://www.bproperty.com/en/property/details-1820496.html,https://images-cdn.bproperty.com/thumbnails/518876-400x300.jpeg,BDT,14 Thousand,"East Nasirabad, Chattogram",Apartment,2,2,750 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Create Your Home In A 1200 Sq Ft Flat For Rent In 15 No. Bagmoniram Ward, Near Bagmoniram Abdur Rashid City Corporation Boys’ High School",https://www.bproperty.com/en/property/details-1816606.html,https://images-cdn.bproperty.com/thumbnails/522272-400x300.jpeg,BDT,22 Thousand,"Dampara, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Decent 760 Sq Ft Flat Which Is Near To South Kattali Jame Masjid Is Now For Rent In South Kattali,https://www.bproperty.com/en/property/details-1815085.html,https://images-cdn.bproperty.com/thumbnails/523669-400x300.jpeg,BDT,10 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"A noteworthy Flat up for rent in Lal Khan Bazaar area, near Ispahani Public School and College, of 1150 SQ FT is available and open for new tenants to move in",https://www.bproperty.com/en/property/details-1807730.html,https://images-cdn.bproperty.com/thumbnails/535649-400x300.jpeg,BDT,18 Thousand,"Shah Garibullah Housing Society, Khulshi 1, Uttar Lalkhan, Chattogram",Apartment,3,2,"1,150 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
